Sec Date Time CPUUser CPUNice CPUSys CPUWait CPUIrq CPUSoft CPUSteal CPUIdle CPUTotl CPUIntrpt/sec CPUCtx/sec CPUProc/sec CPUProcQue CPUProcRun CPUL-Avg1 CPUL-Avg5 CPUL-Avg15 CPURunTot CPUBlkTot MEMTot MEMUsed MEMFree MEMShared MEMBuf MEMCached MEMSlab MEMMap MEMAnon MEMCommit MEMLocked MEMSwapTot MEMSwapUsed MEMSwapFree MEMSwapIn MEMSwapOut MEMDirty MEMClean MEMLaundry MEMInactive MEMPageIn MEMPageOut MEMPageFaults MEMPageMajFaults MEMHugeTotal MEMHugeFree MEMHugeRsvd MEMSUnreclaim NETRxPktTot NETTxPktTot NETRxKBTot NETTxKBTot NETRxCmpTot NETRxMltTot NETTxCmpTot NETRxErrsTot NETTxErrsTot DSKReadTot DSKWriteTot DSKOpsTot DSKReadKBTot DSKWriteKBTot DSKKbTot DSKReadMrgTot DSKWriteMrgTot DSKMrgTot
670 20150424 20:59:33 71 0 3 4 0 2 0 19 77 5078 2190 1 301 2 3.19 3.06 2.75 3 5 4016700 3794208 222492 0 38148 2550732 43196 47868 1139832 1865084 0 8120316 328 8119988 0 0 48 0 0 2461452 24042 9 8877 0 0 0 0 9376 3690 8150 276 12048 0 0 0 0 0 169 1 170 23965 9 23974 20 1 20
680 20150424 20:59:43 90 0 4 1 0 2 0 3 96 5167 2380 0 301 2 3.23 3.08 2.76 1 0 4016700 3785404 231296 0 38140 2546752 43192 47868 1137456 1863460 0 8120316 328 8119988 0 0 40 0 0 2457364 27024 2 10646 0 0 0 0 9376 3676 8142 252 12047 0 0 0 0 0 186 0 186 27152 2 27154 27 0 27
690 20150424 20:59:53 89 0 4 2 0 2 0 3 95 5179 2439 1 301 2 3.19 3.07 2.77 2 2 4016700 3749568 267132 0 38156 2506972 43192 47868 1139016 1864328 0 8120316 328 8119988 0 0 72 0 0 2417856 28330 4 10318 0 0 0 0 9376 3678 8138 253 12045 0 0 0 0 0 194 1 195 28253 4 28257 28 0 28
700 20150424 21:00:03 71 0 3 6 0 2 0 18 76 5092 2198 1 303 1 3.24 3.09 2.77 1 5 4016700 3757908 258792 0 38156 2518892 43212 47868 1137368 1863284 0 8120316 328 8119988 0 0 76 0 0 2429588 23286 7 8226 1 0 0 0 9396 3708 8156 294 12048 0 0 0 0 0 164 1 165 23284 6 23290 20 1 21
710 20150424 21:00:13 92 0 4 2 0 2 0 0 98 5174 2361 0 300 3 3.29 3.10 2.78 2 1 4016700 3770864 245836 0 38164 2528700 43164 47868 1139612 1864900 0 8120316 328 8119988 0 0 108 0 0 2439452 27840 4 11813 1 0 0 0 9352 3682 8139 252 12048 0 0 0 0 0 192 0 193 27842 4 27847 27 1 27
720 20150424 21:00:23 71 0 3 5 0 2 0 19 76 5133 2261 1 301 3 3.09 3.07 2.77 2 1 4016700 3750304 266396 0 38164 2507052 43192 47868 1140256 1865488 0 8120316 328 8119988 0 0 68 0 0 2417776 23834 8 8460 0 0 0 0 9372 3712 8152 286 12048 0 0 0 0 0 171 2 172 23873 8 23881 16 0 16
730 20150424 21:00:33 94 0 4 0 0 2 0 0 100 5168 2404 0 300 2 3.09 3.06 2.78 2 2 4016700 3749412 267288 0 38172 2507628 43168 47868 1138024 1863076 0 8120316 328 8119988 0 0 64 0 0 2418220 28130 5 11584 0 0 0 0 9356 3678 8140 251 12048 0 0 0 0 0 194 0 194 28104 5 28109 26 0 26
740 20150424 21:00:43 76 0 3 6 0 2 0 13 81 5182 2319 1 301 3 2.85 3.01 2.76 3 4 4016700 3766416 250284 0 38172 2522352 43180 47868 1140688 1866016 0 8120316 328 8119988 0 0 72 0 0 2433036 24604 3 9266 0 0 0 0 9368 3697 8150 283 12048 0 0 0 0 0 175 0 175 24527 3 24530 17 0 17
750 20150424 21:00:53 93 0 4 0 0 2 0 0 100 5156 2346 0 300 2 3.03 3.05 2.78 2 2 4016700 3749296 267404 0 38172 2506820 43172 47868 1138916 1864080 0 8120316 328 8119988 0 0 88 0 0 2417472 27536 2 10306 0 0 0 0 9352 3674 8138 251 12048 0 0 0 0 0 193 0 193 27612 2 27614 23 0 23
760 20150424 21:01:03 71 0 3 6 0 2 0 18 76 5172 2242 1 301 3 2.80 3.00 2.76 3 0 4016700 3790488 226212 0 38180 2545616 43192 47868 1141876 1867100 0 8120316 328 8119988 0 0 72 0 0 2456088 23625 6 7739 0 0 0 0 9372 3695 8149 284 12044 0 0 0 0 0 170 1 171 23663 6 23670 16 0 16
770 20150424 21:01:13 86 0 3 8 0 2 0 0 92 5132 2247 0 298 2 2.91 3.01 2.77 2 4 4016700 3798408 218292 0 38180 2555976 43196 47868 1140088 1865332 0 8120316 328 8119988 0 0 80 0 0 2466712 26300 3 7819 0 0 0 0 9376 3684 8142 252 12045 0 0 0 0 0 176 0 176 26224 3 26226 30 0 30
780 20150424 21:01:23 68 0 3 25 0 2 0 2 73 5121 2070 1 301 2 3.62 3.16 2.82 2 6 4016700 3772516 244184 0 38180 2530536 43204 47868 1139332 1864468 0 8120316 328 8119988 0 0 84 0 0 2441152 23723 1 7460 0 0 0 0 9396 3745 8200 295 12047 0 0 0 0 0 157 0 157 23684 1 23686 30 0 30
790 20150424 21:01:33 89 0 3 6 0 2 0 0 94 5146 2166 0 300 1 4.43 3.35 2.89 1 3 4016700 3793076 223624 0 38172 2552636 43192 47868 1139056 1864124 0 8120316 328 8119988 0 0 64 0 0 2463356 26559 9 9648 0 0 0 0 9368 3730 8202 255 12047 0 0 0 0 0 177 1 177 26623 9 26632 32 0 32
800 20150424 21:01:43 75 0 3 20 0 2 0 0 80 5179 2251 0 301 2 4.83 3.47 2.93 2 8 4016700 3758488 258212 0 38172 2516904 43172 47868 1138808 1864000 0 8120316 328 8119988 0 0 68 0 0 2427504 26819 1 5431 0 0 0 0 9364 3733 8186 257 12047 0 0 0 0 0 176 0 176 26717 1 26718 33 0 34
810 20150424 21:01:53 73 0 3 19 0 1 0 3 78 5186 2284 0 301 2 4.99 3.55 2.96 2 1 4016700 3755164 261536 0 38156 2515480 43208 47868 1137876 1863068 0 8120316 328 8119988 0 0 100 0 0 2426108 26538 3 5448 0 0 0 0 9392 3731 8172 262 12048 0 0 0 0 0 176 0 177 26678 3 26681 32 0 32
820 20150424 21:02:03 77 0 3 16 0 2 0 3 82 5291 2516 0 299 1 5.07 3.62 2.99 1 3 4016700 3749080 267620 0 38164 2509816 43200 47868 1137252 1862468 0 8120316 328 8119988 0 0 96 0 0 2420464 30948 3 1952 0 0 0 0 9384 3689 8147 258 12048 0 0 0 0 0 207 0 208 30846 3 30849 34 0 34
830 20150424 21:02:13 59 0 2 28 0 3 0 8 64 5265 2395 0 301 2 5.45 3.75 3.04 2 6 4016700 3753948 262752 0 38176 2513976 43236 47868 1138016 1863256 0 8120316 328 8119988 0 0 76 0 0 2424488 26980 6 1701 0 0 0 0 9420 3702 8153 286 12048 0 0 0 0 0 190 1 191 26942 5 26947 21 0 21
840 20150424 21:02:23 77 0 3 15 0 2 0 2 83 5167 2254 0 301 2 5.46 3.81 3.07 2 2 4016700 3781940 234760 0 38180 2539768 43204 47868 1138988 1863984 0 8120316 328 8119988 0 0 84 0 0 2450548 27266 4 5860 0 0 0 0 9384 3696 8155 254 12048 0 0 0 0 0 178 1 179 27355 4 27360 36 0 36
850 20150424 21:02:33 80 0 3 10 0 2 0 5 85 5170 2221 0 301 2 4.93 3.75 3.05 2 1 4016700 3755776 260924 0 38172 2513468 43220 47868 1138864 1863976 0 8120316 328 8119988 0 0 76 0 0 2424052 24774 5 8717 0 0 0 0 9396 3692 8143 273 12042 0 0 0 0 0 170 0 170 24850 5 24855 25 0 25
860 20150424 21:02:43 83 0 3 3 0 2 0 9 88 5164 2322 0 301 2 4.41 3.67 3.04 2 0 4016700 3797804 218896 0 38164 2555460 43204 47868 1138864 1863892 0 8120316 328 8119988 0 0 40 0 0 2466072 25438 7 9419 0 0 0 0 9388 3707 8152 283 12048 0 0 0 0 0 177 1 178 25414 7 25421 22 0 22
870 20150424 21:02:53 82 0 3 3 0 3 0 9 89 5167 2306 0 301 2 4.44 3.70 3.05 2 0 4016700 3753040 263660 0 38156 2509484 43196 47868 1140200 1865116 0 8120316 328 8119988 0 0 76 0 0 2420180 25672 1 9427 0 0 0 0 9388 3699 8146 264 12048 0 0 0 0 0 180 0 180 25672 1 25673 22 0 22
880 20150424 21:03:03 83 0 3 4 0 2 0 9 87 5177 2298 0 301 2 4.36 3.71 3.06 2 0 4016700 3759364 257336 0 38148 2515220 43184 47868 1140412 1864520 0 8120316 328 8119988 0 0 80 0 0 2425904 25147 4 9405 0 0 0 0 9368 3703 8148 278 12048 0 0 0 0 0 179 0 180 25147 4 25151 18 0 18
890 20150424 21:03:13 90 0 4 1 0 2 0 3 96 5187 2353 0 301 2 4.15 3.69 3.06 2 0 4016700 3787528 229172 0 38140 2544244 43204 47868 1139912 1863896 0 8120316 328 8119988 0 0 72 0 0 2454932 26918 2 9127 0 0 0 0 9388 3669 8140 252 12048 0 0 0 0 0 190 0 190 26944 2 26945 21 0 21
900 20150424 21:03:23 90 0 3 2 0 2 0 2 96 5197 2358 0 301 2 3.90 3.65 3.06 2 0 4016700 3752272 264428 0 38140 2507888 43168 47868 1141220 1865164 0 8120316 328 8119988 0 0 72 0 0 2418616 26665 5 8095 0 0 0 0 9352 3674 8139 252 12048 0 0 0 0 0 186 1 186 26665 5 26670 23 0 23
910 20150424 21:03:33 77 0 3 6 0 1 0 13 81 5155 2296 1 301 2 4.00 3.68 3.07 2 0 4016700 3752312 264388 0 38148 2509336 43220 47868 1138620 1862624 0 8120316 328 8119988 0 0 72 0 0 2420012 24622 6 7272 0 0 0 0 9400 3705 8149 274 12048 0 0 0 0 0 174 0 174 24622 6 24628 19 0 20
920 20150424 21:03:43 94 0 4 0 0 2 0 0 100 5141 2305 0 300 2 3.70 3.62 3.06 2 1 4016700 3752148 264552 0 38140 2508712 43160 47868 1140764 1864716 0 8120316 328 8119988 0 0 72 0 0 2419420 27114 0 10850 0 0 0 0 9356 3678 8138 252 12048 0 0 0 0 0 190 0 190 27127 0 27127 22 0 22
930 20150424 21:03:53 71 0 2 7 0 1 0 18 75 5168 2242 1 301 2 3.82 3.65 3.07 2 1 4016700 3785892 230808 0 38140 2541616 43204 47868 1140956 1864980 0 8120316 328 8119988 0 0 72 0 0 2452248 23617 6 8470 0 0 0 0 9388 3708 8154 294 12048 0 0 0 0 0 168 1 169 23566 6 23572 17 0 17
940 20150424 21:04:03 94 0 4 0 0 2 0 0 100 5174 2347 0 300 2 3.85 3.66 3.08 2 0 4016700 3778676 238024 0 38148 2534216 43180 47868 1141412 1865444 0 8120316 328 8119988 0 0 72 0 0 2444840 27030 4 10773 0 0 0 0 9364 3673 8138 251 12045 0 0 0 0 0 190 0 191 27055 4 27059 21 0 22
950 20150424 21:04:13 84 0 3 3 0 3 0 8 89 5188 2324 1 301 2 3.57 3.61 3.07 2 1 4016700 3750800 265900 0 38136 2506784 43192 47868 1140728 1864648 0 8120316 328 8119988 0 0 80 0 0 2417356 25649 2 8563 0 0 0 0 9384 3694 8141 254 12048 0 0 0 0 0 183 0 183 25610 2 25612 18 0 18
960 20150424 21:04:23 88 0 3 2 0 2 0 6 93 5153 2310 0 299 1 3.32 3.55 3.06 1 1 4016700 3751884 264816 0 38128 2510768 43168 47868 1138040 1862056 0 8120316 328 8119988 0 0 68 0 0 2421304 25713 3 8665 0 0 0 0 9352 3698 8147 264 12048 0 0 0 0 0 180 0 180 25764 3 25768 22 0 22
970 20150424 21:04:33 77 0 3 6 0 2 0 12 82 5151 2251 1 301 2 3.43 3.57 3.07 2 0 4016700 3749172 267528 0 38128 2506396 43180 47868 1139528 1863384 0 8120316 328 8119988 0 0 60 0 0 2416896 24828 6 8563 0 0 0 0 9360 3701 8148 283 12044 0 0 0 0 0 177 0 178 24802 6 24808 17 0 18
980 20150424 21:04:43 88 0 3 1 0 2 0 5 93 5172 2270 1 302 3 3.36 3.55 3.07 4 1 4016700 3752636 264064 0 38128 2510172 43256 47868 1139480 1863340 0 8120316 328 8119988 0 0 68 0 0 2420728 25830 3 9874 0 0 0 0 9336 3679 8140 252 12048 0 0 0 0 0 186 0 186 25830 3 25833 17 0 18
990 20150424 21:04:53 83 0 3 4 0 3 0 7 89 5173 2314 0 302 2 3.45 3.56 3.08 2 1 4016700 3754628 262072 0 38120 2511548 43216 47868 1139408 1863276 0 8120316 328 8119988 0 0 96 0 0 2422188 25396 3 8245 0 0 0 0 9344 3709 8145 273 12048 0 0 0 0 0 178 0 179 25396 3 25398 20 0 20
1000 20150424 21:05:03 81 0 3 4 0 2 0 10 85 5175 2283 1 302 2 3.70 3.61 3.10 2 0 4016700 3772508 244192 0 38136 2529348 43208 47868 1140208 1864016 0 8120316 328 8119988 0 0 84 0 0 2439932 24775 7 7977 2 0 0 0 9376 3701 8150 284 12048 0 0 0 0 0 176 1 178 24775 7 24782 20 0 20
