Sec Date Time CPUUser CPUNice CPUSys CPUWait CPUIrq CPUSoft CPUSteal CPUIdle CPUTotl CPUIntrpt/sec CPUCtx/sec CPUProc/sec CPUProcQue CPUProcRun CPUL-Avg1 CPUL-Avg5 CPUL-Avg15 CPURunTot CPUBlkTot MEMTot MEMUsed MEMFree MEMShared MEMBuf MEMCached MEMSlab MEMMap MEMAnon MEMCommit MEMLocked MEMSwapTot MEMSwapUsed MEMSwapFree MEMSwapIn MEMSwapOut MEMDirty MEMClean MEMLaundry MEMInactive MEMPageIn MEMPageOut MEMPageFaults MEMPageMajFaults MEMHugeTotal MEMHugeFree MEMHugeRsvd MEMSUnreclaim NETRxPktTot NETTxPktTot NETRxKBTot NETTxKBTot NETRxCmpTot NETRxMltTot NETTxCmpTot NETRxErrsTot NETTxErrsTot DSKReadTot DSKWriteTot DSKOpsTot DSKReadKBTot DSKWriteKBTot DSKKbTot DSKReadMrgTot DSKWriteMrgTot DSKMrgTot
610 20150424 15:25:23 96 0 4 0 0 0 0 0 100 1055 2068 0 292 2 2.46 2.47 2.40 2 0 4016700 3758212 258488 0 8336 2607532 19456 47804 1101620 1905496 0 8120316 0 8120316 0 0 104 0 0 2508144 16640 4 9614 0 0 0 0 8800 25 11 26 2 0 1 0 0 0 130 0 130 16666 4 16670 1 0 1
620 20150424 15:25:33 96 0 4 0 0 0 0 0 100 1065 2070 0 292 2 2.39 2.45 2.40 2 0 4016700 3786980 229720 0 8344 2638228 19448 47804 1099532 1903352 0 8120316 0 8120316 0 0 96 0 0 2538888 16452 4 9073 0 0 0 0 8800 35 32 26 33 0 1 0 0 0 128 0 128 16452 4 16456 1 0 2
630 20150424 15:25:43 96 0 3 0 0 0 0 0 100 1050 2023 1 292 2 2.49 2.47 2.41 2 0 4016700 3799504 217196 0 8336 2650292 19460 47804 1100248 1904204 0 8120316 0 8120316 0 0 44 0 0 2550900 16388 9 10615 0 0 0 0 8808 35 38 14 45 0 2 0 0 0 126 2 128 16375 9 16384 2 0 2
640 20150424 15:25:53 96 0 4 0 0 0 0 0 100 1070 2061 1 291 2 2.42 2.45 2.40 2 1 4016700 3792064 224636 0 8328 2642696 19472 47804 1100416 1904192 0 8120316 0 8120316 0 0 80 0 0 2543284 16388 3 11432 0 0 0 0 8820 22 29 3 40 0 0 0 0 0 126 0 126 16375 3 16378 3 0 3
650 20150424 15:26:03 96 0 3 0 0 0 0 0 100 1058 2037 0 291 5 2.35 2.44 2.40 4 0 4016700 3782268 234432 0 8328 2634244 19468 47804 1098672 1902512 0 8120316 0 8120316 0 0 80 0 0 2534832 16144 2 10261 0 0 0 0 8820 27 29 13 34 0 0 0 0 0 125 0 125 16157 2 16159 2 0 2
660 20150424 15:26:13 96 0 3 0 0 0 0 0 100 1042 1950 0 291 3 2.46 2.46 2.41 3 1 4016700 3756980 259720 0 8336 2607192 19476 47804 1100312 1903940 0 8120316 0 8120316 0 0 96 0 0 2507756 15055 8 9118 0 0 0 0 8824 24 23 13 25 0 0 0 0 0 117 1 118 15055 8 15063 1 1 2
670 20150424 15:26:23 97 0 3 0 0 0 0 0 100 1020 1932 0 291 2 2.39 2.44 2.40 2 0 4016700 3787104 229596 0 8328 2638900 19476 47804 1099312 1903624 0 8120316 0 8120316 0 0 76 0 0 2539472 14799 5 8766 0 0 0 0 8832 23 19 12 19 0 1 0 0 0 115 1 116 14799 5 14804 1 0 1
680 20150424 15:26:33 96 0 4 0 0 0 0 0 100 1002 1894 1 291 2 2.55 2.48 2.41 2 0 4016700 3771604 245096 0 8336 2622108 19472 47804 1100004 1903784 0 8120316 0 8120316 0 0 68 0 0 2522684 14879 6 10200 0 0 0 0 8820 23 21 13 22 0 1 0 0 0 116 0 116 14891 6 14898 1 0 2
690 20150424 15:26:43 96 0 3 0 0 0 0 0 100 1049 1997 1 291 2 2.46 2.46 2.41 2 0 4016700 3784020 232680 0 8328 2635240 19500 47804 1099844 1903568 0 8120316 0 8120316 0 0 56 0 0 2535880 15656 3 9933 0 0 0 0 8848 48 34 37 28 0 2 0 0 0 122 0 122 15656 3 15660 1 0 1
700 20150424 15:26:53 96 0 3 0 0 0 0 0 100 1015 2009 1 291 2 2.39 2.45 2.40 2 0 4016700 3762172 254528 0 8336 2614292 19468 47804 1099048 1902572 0 8120316 0 8120316 0 0 92 0 0 2514896 16556 2 10307 0 0 0 0 8824 28 32 13 37 0 0 0 0 0 128 0 128 16556 2 16558 2 0 2
710 20150424 15:27:03 96 0 3 0 0 1 0 0 100 1026 2030 0 291 2 2.48 2.46 2.41 2 0 4016700 3807324 209376 0 8344 2657760 19488 47804 1099464 1902832 0 8120316 0 8120316 0 0 72 0 0 2558376 16461 5 9150 0 0 0 0 8836 8 2 2 1 0 0 0 0 0 128 1 128 16461 5 16466 1 0 1
720 20150424 15:27:13 95 0 4 0 0 0 0 0 100 1079 2115 1 292 2 2.73 2.52 2.43 2 2 4016700 3803728 212972 0 8336 2654584 19468 47804 1099728 1903168 0 8120316 0 8120316 0 0 76 0 0 2555216 17327 1 8578 0 0 0 0 8824 47 52 27 61 0 0 0 0 0 133 0 133 17276 1 17277 3 0 3
730 20150424 15:27:23 95 0 4 0 0 0 0 0 100 1123 2634 1 291 2 2.69 2.51 2.43 2 1 4016700 3751896 264804 0 8324 2605020 19492 47804 1097624 1901100 0 8120316 0 8120316 0 0 80 0 0 2505740 23834 4 3256 0 0 0 0 8836 21 14 13 12 0 2 0 0 0 166 1 166 23860 4 23864 21 0 21
740 20150424 15:27:33 96 0 3 0 0 0 0 0 100 1075 2149 1 291 2 2.58 2.50 2.42 2 0 4016700 3758708 257992 0 8332 2609900 19468 47804 1099808 1903188 0 8120316 0 8120316 0 0 60 0 0 2510408 17721 5 7555 0 0 0 0 8816 36 40 19 46 0 1 0 0 0 134 0 134 17746 5 17751 6 0 6
750 20150424 15:27:43 96 0 4 0 0 0 0 0 100 1081 2096 0 291 2 2.49 2.48 2.42 2 0 4016700 3760444 256256 0 8324 2610756 19472 47804 1101024 1904400 0 8120316 0 8120316 0 0 64 0 0 2511120 16514 3 10942 0 0 0 0 8816 21 13 12 11 0 1 0 0 0 128 0 128 16514 3 16517 2 0 2
760 20150424 15:27:53 96 0 3 0 0 0 0 0 100 1031 2013 1 291 2 2.49 2.48 2.42 2 1 4016700 3758732 257968 0 8324 2609048 19496 47804 1100660 1903908 0 8120316 0 8120316 0 0 80 0 0 2509472 16260 3 10562 0 0 0 0 8840 19 22 2 28 0 0 0 0 0 126 0 127 16221 3 16224 1 0 1
770 20150424 15:28:03 96 0 3 0 0 0 0 0 100 1029 2022 1 291 2 2.50 2.48 2.42 2 0 4016700 3781276 235424 0 8332 2631284 19460 47804 1101128 1904204 0 8120316 0 8120316 0 0 92 0 0 2531832 16454 3 10344 0 0 0 0 8812 24 30 3 42 0 0 0 0 0 128 0 128 16492 3 16495 2 0 2
780 20150424 15:28:13 96 0 4 0 0 0 0 0 100 1077 2087 0 290 2 2.42 2.47 2.41 2 0 4016700 3757616 259084 0 8324 2607236 19492 47804 1101252 1904280 0 8120316 0 8120316 0 0 72 0 0 2507840 16423 4 10903 0 0 0 0 8840 39 16 43 2 0 0 0 0 0 123 1 124 16423 4 16426 6 0 6
790 20150424 15:28:23 96 0 3 0 0 0 0 0 100 1053 2051 1 291 3 2.35 2.45 2.41 3 0 4016700 3793444 223256 0 8324 2643468 19468 47804 1101064 1904076 0 8120316 0 8120316 0 0 76 0 0 2543868 16447 1 10549 0 0 0 0 8828 17 15 3 18 0 2 0 0 0 128 0 128 16447 1 16448 1 0 1
800 20150424 15:28:33 96 0 3 0 0 0 0 0 100 1042 2043 1 291 4 2.45 2.47 2.42 3 0 4016700 3767900 248800 0 8324 2621936 19488 47804 1096452 1899296 0 8120316 0 8120316 0 0 68 0 0 2522520 16645 8 10187 0 0 0 0 8836 28 22 18 22 0 1 0 0 0 129 1 130 16645 8 16653 2 0 2
810 20150424 15:28:43 96 0 4 0 0 0 0 0 100 1036 2024 0 291 2 2.53 2.49 2.42 2 0 4016700 3757724 258976 0 8316 2610160 19460 47804 1098056 1900960 0 8120316 0 8120316 0 0 68 0 0 2510612 16530 1 10394 0 0 0 0 8820 22 26 3 35 0 1 0 0 0 129 0 129 16530 1 16532 1 0 1
820 20150424 15:28:53 96 0 3 0 0 0 0 0 100 1048 2040 0 291 2 2.61 2.50 2.43 5 0 4016700 3750268 266432 0 8316 2603860 19460 47804 1097472 1900404 0 8120316 0 8120316 0 0 76 0 0 2504416 16232 4 9958 0 0 0 0 8812 32 22 25 18 0 0 0 0 0 126 1 127 16207 4 16211 1 0 1
830 20150424 15:29:03 96 0 4 0 0 0 0 0 100 1077 2080 1 292 4 2.52 2.49 2.42 4 0 4016700 3802000 214700 0 8316 2654676 19476 47804 1096852 1899488 0 8120316 0 8120316 0 0 76 0 0 2555276 16282 5 10570 0 0 0 0 8824 32 21 20 19 0 1 0 0 0 126 1 127 16308 5 16312 2 0 2
840 20150424 15:29:13 95 0 4 0 0 0 0 0 100 1059 2086 0 291 2 2.44 2.47 2.42 2 0 4016700 3752128 264572 0 8316 2604328 19452 47804 1098748 1901672 0 8120316 0 8120316 0 0 84 0 0 2504876 16629 1 11978 0 0 0 0 8808 19 14 3 18 0 1 0 0 0 128 0 128 16629 1 16630 2 0 2
850 20150424 15:29:23 96 0 3 0 0 0 0 0 100 1080 2091 0 291 2 2.52 2.49 2.42 2 0 4016700 3786608 230092 0 8316 2638236 19464 47804 1099532 1902200 0 8120316 0 8120316 0 0 80 0 0 2538684 16564 3 10352 0 0 0 0 8812 26 8 18 2 0 3 0 0 0 128 0 129 16564 3 16567 1 0 1
860 20150424 15:29:33 96 0 4 0 0 0 0 0 100 1076 2114 1 292 2 2.76 2.54 2.44 2 0 4016700 3773116 243584 0 8316 2625964 19488 47804 1098456 1901212 0 8120316 0 8120316 0 0 64 0 0 2526400 17143 8 10386 0 0 0 0 8832 26 32 4 42 0 1 0 0 0 131 1 132 17130 8 17139 3 0 4
870 20150424 15:29:43 96 0 4 0 0 0 0 0 100 1073 2057 0 292 2 2.64 2.52 2.44 2 0 4016700 3759832 256868 0 8308 2612076 19452 47804 1098716 1901324 0 8120316 0 8120316 0 0 68 0 0 2512460 16260 1 9529 0 0 0 0 8812 26 31 3 42 0 1 0 0 0 126 0 127 16272 1 16274 1 0 1
880 20150424 15:29:53 96 0 3 0 0 0 0 0 100 1073 2047 1 291 2 2.78 2.55 2.45 2 0 4016700 3804216 212484 0 8316 2656144 19464 47804 1098684 1901360 0 8120316 0 8120316 0 0 96 0 0 2556648 16352 1 9444 0 0 0 0 8820 38 45 14 56 0 0 0 0 0 125 0 126 16352 1 16354 3 0 3
890 20150424 15:30:03 96 0 3 0 0 0 0 0 100 1048 2045 0 291 2 2.66 2.54 2.44 2 0 4016700 3789212 227488 0 8316 2640352 19464 47804 1099600 1902044 0 8120316 0 8120316 0 0 76 0 0 2540824 16316 6 10023 2 0 0 0 8812 26 10 25 2 0 0 0 0 0 128 1 129 16303 6 16309 3 0 3
900 20150424 15:30:13 96 0 4 0 0 0 0 0 100 1036 2023 0 291 2 2.56 2.52 2.44 2 1 4016700 3799264 217436 0 8324 2652424 19468 47804 1097232 1899820 0 8120316 0 8120316 0 0 92 0 0 2552912 16708 9 9862 0 0 0 0 8820 26 21 12 22 0 0 0 0 0 129 1 130 16708 9 16716 2 1 3
910 20150424 15:30:23 96 0 4 0 0 0 0 0 100 1112 2130 1 291 2 2.47 2.50 2.43 2 0 4016700 3756096 260604 0 8324 2607784 19444 47804 1098748 1901160 0 8120316 0 8120316 0 0 96 0 0 2508284 16549 1 9802 0 0 0 0 8800 25 10 19 2 0 2 0 0 0 129 0 130 16562 2 16564 1 0 1
920 20150424 15:30:33 96 0 4 0 0 0 0 0 100 1082 2091 0 291 2 2.48 2.50 2.43 2 0 4016700 3773216 243484 0 8324 2625356 19464 47804 1098784 1901248 0 8120316 0 8120316 0 0 92 0 0 2525888 16463 6 9484 0 0 0 0 8808 32 18 26 12 0 2 0 0 0 127 0 128 16463 6 16468 2 0 2
930 20150424 15:30:43 96 0 3 0 0 0 0 0 100 1051 2012 0 291 2 2.57 2.52 2.44 2 0 4016700 3797156 219544 0 8324 2647520 19472 47804 1099984 1902472 0 8120316 0 8120316 0 0 40 0 0 2548040 16375 10 9298 0 0 0 0 8820 35 33 20 37 0 1 0 0 0 127 2 129 16375 10 16384 1 0 2
940 20150424 15:30:53 96 0 3 0 0 0 0 0 100 1036 2045 1 291 2 2.56 2.52 2.44 2 0 4016700 3768008 248692 0 8332 2620924 19444 47804 1098168 1900740 0 8120316 0 8120316 0 0 76 0 0 2521436 16668 2 9462 0 0 0 0 8800 32 20 29 12 0 0 0 0 0 129 0 129 16655 2 16658 2 0 2
950 20150424 15:31:03 96 0 3 0 0 0 0 0 100 1054 2067 1 292 2 2.47 2.50 2.43 2 0 4016700 3758600 258100 0 8340 2611700 19484 47804 1096784 1899184 0 8120316 0 8120316 0 0 76 0 0 2512208 16424 3 9802 0 0 0 0 8832 17 10 2 11 0 0 0 0 0 127 0 127 16437 3 16440 2 0 2
960 20150424 15:31:13 96 0 4 0 0 0 0 0 100 1042 2034 0 291 2 2.87 2.58 2.46 2 0 4016700 3799628 217072 0 8340 2653572 19464 47804 1096472 1898772 0 8120316 0 8120316 0 0 80 0 0 2554084 16488 1 10360 0 0 0 0 8824 17 19 2 25 0 0 0 0 0 128 0 128 16488 1 16490 1 0 1
970 20150424 15:31:23 96 0 3 0 0 1 0 0 100 1066 2074 0 291 2 2.74 2.56 2.46 2 0 4016700 3785112 231588 0 8340 2638108 19464 47804 1098044 1900208 0 8120316 0 8120316 0 0 68 0 0 2538508 16284 5 10849 0 0 0 0 8812 20 8 17 2 0 1 0 0 0 126 1 127 16284 5 16289 1 0 1
980 20150424 15:31:33 96 0 3 0 0 0 0 0 100 1072 2066 0 291 4 2.70 2.56 2.46 4 0 4016700 3771224 245476 0 8332 2624568 19468 47804 1097240 1897432 0 8120316 0 8120316 0 0 72 0 0 2525100 16053 4 10076 0 0 0 0 8816 25 16 18 12 0 2 0 0 0 124 0 124 16053 4 16058 2 0 3
990 20150424 15:31:43 96 0 4 0 0 0 0 0 100 1062 2072 0 292 2 2.74 2.58 2.46 2 0 4016700 3792312 224388 0 8340 2645928 19464 47804 1097508 1897312 0 8120316 0 8120316 0 0 68 0 0 2546328 16549 4 10973 0 0 0 0 8812 32 14 29 3 0 2 0 0 0 129 0 129 16536 4 16540 1 0 1
