Sec Date Time CPUUser CPUNice CPUSys CPUWait CPUIrq CPUSoft CPUSteal CPUIdle CPUTotl CPUIntrpt/sec CPUCtx/sec CPUProc/sec CPUProcQue CPUProcRun CPUL-Avg1 CPUL-Avg5 CPUL-Avg15 CPURunTot CPUBlkTot MEMTot MEMUsed MEMFree MEMShared MEMBuf MEMCached MEMSlab MEMMap MEMAnon MEMCommit MEMLocked MEMSwapTot MEMSwapUsed MEMSwapFree MEMSwapIn MEMSwapOut MEMDirty MEMClean MEMLaundry MEMInactive MEMPageIn MEMPageOut MEMPageFaults MEMPageMajFaults MEMHugeTotal MEMHugeFree MEMHugeRsvd MEMSUnreclaim NETRxPktTot NETTxPktTot NETRxKBTot NETTxKBTot NETRxCmpTot NETRxMltTot NETTxCmpTot NETRxErrsTot NETTxErrsTot DSKReadTot DSKWriteTot DSKOpsTot DSKReadKBTot DSKWriteKBTot DSKKbTot DSKReadMrgTot DSKWriteMrgTot DSKMrgTot
560 20150425 13:39:33 83 0 4 2 0 2 0 9 89 5161 2414 1 301 2 3.66 4.19 4.11 2 1 4016700 3761636 255064 0 59004 2474084 41848 48012 1164772 1868012 0 8120316 1052 8119264 0 0 64 0 0 2352500 28369 8 10440 0 0 0 0 9308 3673 8140 253 12044 0 0 0 0 0 193 1 194 28318 8 28326 30 0 30
570 20150425 13:39:43 94 0 4 0 0 2 0 0 100 5180 2482 0 300 2 3.87 4.21 4.12 2 4 4016700 3750900 265800 0 59004 2464044 41760 48012 1164452 1867596 0 8120316 1052 8119264 0 0 44 0 0 2342620 30405 3 12131 0 0 0 0 9236 3676 8141 251 12048 0 0 0 0 0 207 1 208 30341 3 30344 30 0 30
580 20150425 13:39:53 75 0 4 2 0 2 0 17 81 5127 2328 1 301 3 3.66 4.16 4.10 2 0 4016700 3749428 267272 0 58996 2462040 41796 48012 1164240 1867524 0 8120316 1052 8119264 0 0 44 0 0 2340692 26741 3 9616 0 0 0 0 9260 3686 8149 283 12048 0 0 0 0 0 187 0 188 26831 3 26833 23 0 23
590 20150425 13:40:03 84 0 4 4 0 2 0 7 89 5185 2418 1 300 3 3.78 4.17 4.10 1 1 4016700 3786364 230336 0 59004 2502672 41784 48012 1163252 1866436 0 8120316 1052 8119264 0 0 88 0 0 2381300 27812 3 11088 2 0 0 0 9248 3671 8140 255 12049 0 0 0 0 0 196 0 197 27838 3 27841 25 0 25
600 20150425 13:40:13 86 0 4 2 0 2 0 6 92 5213 2439 0 301 3 3.96 4.19 4.11 3 2 4016700 3749544 267156 0 59012 2461444 41784 48012 1165188 1868464 0 8120316 1052 8119264 0 0 108 0 0 2340124 28724 9 13109 0 0 0 0 9248 3666 8149 279 12048 0 0 0 0 0 197 1 198 28685 9 28694 27 1 28
610 20150425 13:40:23 75 0 4 4 0 2 0 16 81 5192 2348 1 301 2 4.12 4.22 4.12 2 2 4016700 3750032 266668 0 59020 2463588 41772 48012 1164168 1867288 0 8120316 1052 8119264 0 0 76 0 0 2342072 26303 5 9686 0 0 0 0 9244 3688 8152 284 12048 0 0 0 0 0 184 1 185 26316 5 26321 23 0 23
620 20150425 13:40:33 93 0 4 1 0 2 0 1 99 5183 2463 0 300 2 4.34 4.26 4.14 2 1 4016700 3799392 217308 0 59028 2512260 41796 48012 1164448 1867556 0 8120316 1052 8119264 0 0 64 0 0 2390796 30150 8 11829 0 0 0 0 9252 3662 8139 250 12048 0 0 0 0 0 204 1 204 30137 8 30145 32 0 32
630 20150425 13:40:43 76 0 4 2 0 1 0 18 81 5107 2314 1 301 2 4.07 4.21 4.12 2 1 4016700 3749304 267396 0 59020 2462708 41796 48012 1163836 1867012 0 8120316 1052 8119264 0 0 64 0 0 2341224 26748 3 10869 0 0 0 0 9256 3676 8143 274 12041 0 0 0 0 0 185 0 185 26761 3 26764 25 0 25
640 20150425 13:40:53 79 0 4 4 0 2 0 11 85 5143 2387 1 301 2 3.82 4.15 4.10 2 2 4016700 3756860 259840 0 59020 2470652 41780 48012 1163480 1866652 0 8120316 1052 8119264 0 0 68 0 0 2349124 27230 1 11423 0 0 0 0 9244 3682 8141 270 12041 0 0 0 0 0 187 0 187 27217 1 27218 27 0 27
650 20150425 13:41:03 92 0 4 2 0 2 0 0 98 5148 2435 0 300 2 4.08 4.19 4.12 2 2 4016700 3753008 263692 0 59020 2465804 41780 48012 1164888 1868140 0 8120316 1052 8119264 0 0 64 0 0 2344476 29733 5 12265 0 0 0 0 9240 3691 8153 253 12048 0 0 0 0 0 195 1 196 29707 5 29712 38 0 39
660 20150425 13:41:13 69 0 3 4 0 1 0 23 73 5102 2308 1 301 2 3.76 4.12 4.10 2 1 4016700 3793572 223128 0 59036 2506308 41796 48012 1164628 1868696 0 8120316 1052 8119264 0 0 72 0 0 2384832 25281 5 8788 0 0 0 0 9256 3720 8158 304 12048 0 0 0 0 0 177 1 177 25281 5 25286 21 0 22
670 20150425 13:41:23 90 0 5 1 0 2 0 3 96 5187 2476 0 300 1 3.65 4.08 4.08 1 0 4016700 3756100 260600 0 59028 2471492 41768 48012 1163528 1866728 0 8120316 1052 8119264 0 0 76 0 0 2350052 29028 3 11238 0 0 0 0 9232 3676 8140 258 12048 0 0 0 0 0 199 0 199 29117 3 29120 29 0 29
680 20150425 13:41:33 78 0 4 1 0 1 0 15 83 5096 2270 1 301 2 4.07 4.16 4.11 2 1 4016700 3752320 264380 0 59028 2465376 41852 48012 1164064 1867312 0 8120316 1052 8119264 0 0 60 0 0 2344072 27262 3 11615 0 0 0 0 9308 3660 8144 256 12048 0 0 0 0 0 189 0 189 27185 3 27188 24 0 24
690 20150425 13:41:43 73 0 4 4 0 1 0 18 78 5115 2279 1 301 2 3.81 4.11 4.09 2 2 4016700 3756396 260304 0 59036 2469676 41820 48012 1164484 1867616 0 8120316 1052 8119264 0 0 48 0 0 2348244 25780 8 9274 0 0 0 0 9280 3669 8147 272 12048 0 0 0 0 0 184 1 185 25806 8 25814 18 0 19
700 20150425 13:41:53 93 0 4 0 0 3 0 0 100 5187 2512 0 300 3 4.00 4.14 4.10 2 1 4016700 3749600 267100 0 59044 2462872 41848 48012 1164188 1868124 0 8120316 1052 8119264 0 0 56 0 0 2341388 30422 3 11103 0 0 0 0 9308 3665 8139 251 12048 0 0 0 0 0 203 0 203 30422 3 30425 35 0 35
710 20150425 13:42:03 77 0 3 6 0 2 0 11 83 5190 2446 1 301 2 3.77 4.08 4.09 2 1 4016700 3751212 265488 0 59044 2464372 41840 48012 1163844 1866896 0 8120316 1052 8119264 0 0 80 0 0 2342924 27317 1 8638 0 0 0 0 9304 3681 8147 272 12048 0 0 0 0 0 192 0 192 27292 1 27293 22 0 22
720 20150425 13:42:13 81 0 4 3 0 3 0 9 88 5210 2557 1 301 2 3.41 4.00 4.06 3 3 4016700 3756288 260412 0 59044 2467836 41840 48012 1165328 1868432 0 8120316 1052 8119264 0 0 72 0 0 2346452 29978 3 9221 0 0 0 0 9300 3659 8142 252 12048 0 0 0 0 0 207 0 208 29914 3 29917 28 0 28
730 20150425 13:42:23 94 0 4 0 0 2 0 0 100 5206 2499 0 300 3 3.42 3.98 4.05 2 3 4016700 3758364 258336 0 59060 2470556 41796 48012 1164916 1867912 0 8120316 1052 8119264 0 0 68 0 0 2349132 30072 6 11133 0 0 0 0 9256 3660 8138 250 12048 0 0 0 0 0 205 1 206 30072 6 30078 30 0 30
740 20150425 13:42:33 69 0 2 10 0 1 0 17 72 5132 2233 1 301 4 3.77 4.03 4.07 2 6 4016700 3786932 229768 0 59060 2500840 41872 48012 1163896 1866992 0 8120316 1052 8119264 0 0 60 0 0 2379464 25906 3 5413 2 0 0 0 9328 3710 8167 286 12042 0 0 0 0 0 181 0 182 25906 3 25909 25 0 26
750 20150425 13:42:43 70 0 3 12 0 3 0 13 75 5121 2220 0 300 0 4.57 4.20 4.12 0 0 4016700 3770664 246036 0 59044 2491612 41824 48012 1159996 1863088 0 8120316 1052 8119264 0 0 72 0 0 2370116 27360 3 2924 0 0 0 0 9292 3751 8202 284 12048 0 0 0 0 0 188 0 189 27475 3 27478 26 0 27
760 20150425 13:42:53 72 0 3 11 0 3 0 11 78 5085 2112 0 301 2 5.11 4.32 4.16 2 7 4016700 3756536 260164 0 59036 2469000 41840 48012 1165124 1868256 0 8120316 1052 8119264 0 0 44 0 0 2347532 26254 6 8458 0 0 0 0 9300 3683 8154 253 12047 0 0 0 0 0 176 1 177 26088 6 26094 29 0 30
770 20150425 13:43:03 63 0 3 10 0 1 0 24 66 5019 2006 1 300 2 4.99 4.33 4.16 1 2 4016700 3786668 230032 0 59028 2503044 41860 48012 1162440 1865600 0 8120316 1052 8119264 0 0 84 0 0 2381652 23418 3 7791 0 0 0 0 9320 3754 8197 298 12047 0 0 0 0 0 162 0 163 23572 3 23575 22 0 22
780 20150425 13:43:13 83 0 4 9 0 5 0 0 91 5216 2282 0 300 2 5.69 4.50 4.22 2 5 4016700 3759892 256808 0 59004 2472580 41856 48012 1165468 1868596 0 8120316 1052 8119264 0 0 84 0 0 2351212 29428 2 9735 0 0 0 0 9324 3720 8177 255 12048 0 0 0 0 0 197 0 197 29300 2 29302 33 0 33
790 20150425 13:43:23 71 0 3 10 0 2 0 13 76 5107 2152 1 301 3 5.72 4.55 4.24 4 6 4016700 3807880 208820 0 59004 2520728 41860 48012 1163840 1867436 0 8120316 1052 8119264 0 0 72 0 0 2399316 26081 2 9030 0 0 0 0 9320 3729 8182 273 12048 0 0 0 0 0 180 0 180 26055 0 26055 24 0 24
800 20150425 13:43:33 85 0 3 10 0 2 0 0 90 5168 2229 0 300 2 5.99 4.64 4.28 2 6 4016700 3759768 256932 0 58992 2472872 41860 48012 1165204 1868176 0 8120316 1052 8119264 0 0 52 0 0 2351400 28446 9 9740 0 0 0 0 9316 3669 8162 251 12048 0 0 0 0 0 190 1 192 28446 10 28456 32 0 32
810 20150425 13:43:43 73 0 3 9 0 2 0 13 78 5119 2244 1 301 2 5.71 4.62 4.27 2 4 4016700 3750196 266504 0 58992 2463876 41832 48012 1163704 1866724 0 8120316 1052 8119264 0 0 68 0 0 2342420 26738 2 7794 0 0 0 0 9300 3703 8160 275 12048 0 0 0 0 0 179 0 179 26828 2 26830 31 0 31
820 20150425 13:43:53 83 0 4 6 0 2 0 5 88 5228 2380 1 301 2 5.44 4.60 4.27 2 3 4016700 3749344 267356 0 58976 2462792 41860 48012 1163924 1867040 0 8120316 1052 8119264 0 0 60 0 0 2341256 28364 2 8440 0 0 0 0 9320 3684 8150 254 12048 0 0 0 0 0 192 0 192 28364 2 28366 30 0 30
830 20150425 13:44:03 92 0 4 1 0 3 0 0 99 5197 2439 0 300 2 5.21 4.58 4.27 2 2 4016700 3749584 267116 0 58976 2461536 41856 48012 1164712 1867824 0 8120316 1052 8119264 0 0 92 0 0 2340200 30004 3 12464 0 0 0 0 9316 3671 8144 251 12048 0 0 0 0 0 200 0 201 30004 3 30007 35 0 35
840 20150425 13:44:13 84 0 4 3 0 2 0 7 90 5195 2439 1 301 2 4.88 4.53 4.25 2 1 4016700 3749236 267464 0 58976 2462872 41868 48012 1164092 1867388 0 8120316 1052 8119264 0 0 72 0 0 2341240 28358 7 11109 0 0 0 0 9328 3668 8142 252 12048 0 0 0 0 0 196 1 197 28394 7 28401 27 0 27
850 20150425 13:44:23 75 0 3 1 0 2 0 19 81 5094 2313 0 302 0 4.44 4.45 4.23 0 0 4016700 3766580 250120 0 58968 2485976 41840 48012 1161432 1864632 0 8120316 1052 8119264 0 0 72 0 0 2364316 26350 0 9704 0 0 0 0 9308 3693 8152 290 12049 0 0 0 0 0 178 0 178 26391 0 26391 29 0 29
860 20150425 13:44:33 86 0 4 1 0 1 0 8 91 5176 2440 0 301 2 4.30 4.42 4.22 2 2 4016700 3800780 215920 0 58952 2513100 41816 48012 1164732 1867708 0 8120316 1052 8119264 0 0 60 0 0 2391624 29360 6 7504 0 0 0 0 9276 3664 8145 264 12047 0 0 0 0 0 202 0 203 29258 6 29264 27 0 27
870 20150425 13:44:43 76 0 3 2 0 3 0 16 81 5104 2289 1 301 2 4.39 4.43 4.23 2 1 4016700 3749320 267380 0 58952 2462816 41820 48012 1163868 1866956 0 8120316 1052 8119264 0 0 60 0 0 2341224 26831 4 8039 0 0 0 0 9284 3659 8144 262 12049 0 0 0 0 0 188 1 189 26882 4 26887 23 0 23
880 20150425 13:44:53 93 0 4 0 0 3 0 0 100 5204 2486 0 300 2 4.33 4.42 4.23 2 1 4016700 3751280 265420 0 58960 2463788 41788 48012 1164112 1867208 0 8120316 1052 8119264 0 0 52 0 0 2342272 29797 3 13319 0 0 0 0 9264 3677 8134 251 12039 0 0 0 0 0 201 1 202 29784 3 29787 32 0 32
890 20150425 13:45:03 76 0 4 5 0 1 0 14 81 5208 2397 1 303 2 4.06 4.36 4.21 2 7 4016700 3757140 259560 0 58952 2469660 41892 48012 1164284 1867844 0 8120316 1052 8119264 0 0 68 0 0 2348284 26637 2 10312 2 0 0 0 9280 3688 8150 283 12048 0 0 0 0 0 188 0 188 26519 2 26521 22 0 22
900 20150425 13:45:13 82 0 4 6 0 2 0 7 88 5224 2422 1 302 2 4.21 4.38 4.22 2 0 4016700 3760860 255840 0 58952 2474884 41856 48012 1163160 1866500 0 8120316 1052 8119264 0 0 96 0 0 2353288 28008 7 11485 1 0 0 0 9292 3658 8140 252 12048 0 0 0 0 0 197 1 198 28177 7 28184 24 1 25
910 20150425 13:45:23 94 0 4 0 0 2 0 0 100 5214 2512 0 301 2 4.33 4.40 4.23 2 3 4016700 3762380 254320 0 58960 2476028 41860 48012 1163260 1866212 0 8120316 1052 8119264 0 0 68 0 0 2354368 30337 8 12990 0 0 0 0 9320 3668 8139 251 12048 0 0 0 0 0 204 2 205 30260 8 30268 34 0 34
920 20150425 13:45:33 84 0 4 2 0 1 0 8 90 5211 2459 1 302 2 4.46 4.42 4.23 2 1 4016700 3750360 266340 0 58968 2463912 41872 48012 1163760 1866960 0 8120316 1052 8119264 0 0 52 0 0 2342500 28690 3 10583 0 0 0 0 9332 3681 8143 253 12048 0 0 0 0 0 198 0 198 28728 3 28732 27 0 27
930 20150425 13:45:43 78 0 4 4 0 2 0 12 84 5167 2381 1 302 2 4.00 4.32 4.21 2 4 4016700 3761720 254980 0 58984 2474980 41820 48012 1164328 1867644 0 8120316 1052 8119264 0 0 56 0 0 2353336 27100 5 11120 0 0 0 0 9288 3662 8143 262 12048 0 0 0 0 0 185 1 186 27036 5 27041 27 0 27
940 20150425 13:45:53 93 0 4 0 0 3 0 0 100 5192 2501 0 301 2 4.30 4.38 4.22 2 5 4016700 3749064 267636 0 58992 2463908 41824 48012 1163284 1866404 0 8120316 1052 8119264 0 0 60 0 0 2342460 30692 5 13995 0 0 0 0 9288 3690 8150 252 12048 0 0 0 0 0 203 1 203 30679 5 30684 38 0 38
950 20150425 13:46:03 75 0 4 6 0 3 0 12 82 5229 2462 1 301 2 3.94 4.30 4.20 2 1 4016700 3750692 266008 0 58996 2464240 41828 48012 1164316 1867512 0 8120316 1052 8119264 0 0 80 0 0 2342860 27500 3 11386 0 0 0 0 9300 3698 8150 280 12048 0 0 0 0 0 192 1 193 27564 3 27567 24 0 24
960 20150425 13:46:13 79 0 4 5 0 2 0 11 84 5194 2386 0 301 1 3.79 4.26 4.19 1 0 4016700 3760116 256584 0 58996 2476568 41832 48012 1162732 1865832 0 8120316 1052 8119264 0 0 72 0 0 2355096 26972 3 11888 0 0 0 0 9296 3665 8148 273 12048 0 0 0 0 0 189 0 189 27036 3 27040 23 0 23
970 20150425 13:46:23 86 0 3 4 0 3 0 4 92 5185 2430 0 301 2 3.60 4.20 4.17 2 4 4016700 3800664 216036 0 59004 2513540 41832 48012 1164232 1867344 0 8120316 1052 8119264 0 0 80 0 0 2391996 29006 3 10015 0 0 0 0 9296 3671 8146 264 12047 0 0 0 0 0 194 0 194 28878 3 28881 33 0 33
980 20150425 13:46:33 46 0 2 3 0 1 0 47 49 4908 1951 0 294 1 3.49 4.16 4.16 0 0 4016700 3772872 243828 0 59012 2494864 41872 48012 1158456 1861700 0 8120316 1052 8119264 0 0 60 0 0 2373412 19928 8 5653 0 0 0 0 9332 3690 8147 274 12049 0 0 0 0 0 144 1 145 20082 8 20090 13 0 14
990 20150425 13:46:43 0 0 1 0 0 0 0 99 1 4538 1359 0 294 0 2.95 4.02 4.11 0 0 4016700 3772684 244016 0 59020 2494648 41780 48012 1158456 1861700 0 8120316 1052 8119264 0 0 64 0 0 2373084 11432 1 0 0 0 0 0 9256 3640 8138 249 12048 0 0 0 0 0 89 0 89 11406 1 11407 0 0 0
1000 20150425 13:46:53 0 0 0 0 0 0 0 99 1 4544 1380 0 292 0 2.50 3.89 4.07 0 0 4016700 3769452 247248 0 59020 2491768 41808 48012 1158432 1861700 0 8120316 1052 8119264 0 0 56 0 0 2370188 11266 3 1 0 0 0 0 9272 3668 8140 251 12048 0 0 0 0 0 88 0 89 11279 3 11282 0 0 0
